model_name	dataset_name	--seed	set_type	acc
birnn	SST-2	132	dev	0.8681192660550459
birnn	SST-2	323	dev	0.8692660550458715
birnn	SST-2	232	dev	0.8658256880733946
birnn	SST-2	275	dev	0.8623853211009175
birnn	SST-2	185	dev	0.8658256880733946
birnn	SST-2	133	dev	0.8646788990825688
birnn	SST-2	373	dev	0.8658256880733946
birnn	SST-2	324	dev	0.8589449541284404
birnn	SST-2	233	dev	0.8589449541284404
birnn	SST-2	276	dev	0.8589449541284404
birnn	SST-2	186	dev	0.8600917431192661
birnn	SST-2	374	dev	0.8589449541284404
birnn	SST-2	134	dev	0.8692660550458715
birnn	SST-2	325	dev	0.8589449541284404
birnn	SST-2	234	dev	0.8692660550458715
birnn	SST-2	277	dev	0.8623853211009175
birnn	SST-2	187	dev	0.8669724770642202
birnn	SST-2	135	dev	0.8543577981651376
birnn	SST-2	375	dev	0.8692660550458715
birnn	SST-2	326	dev	0.8589449541284404
birnn	SST-2	278	dev	0.8555045871559633
birnn	SST-2	235	dev	0.856651376146789
birnn	SST-2	188	dev	0.8589449541284404
birnn	SST-2	136	dev	0.8623853211009175
birnn	SST-2	376	dev	0.8646788990825688
birnn	SST-2	327	dev	0.8727064220183486
birnn	SST-2	279	dev	0.8589449541284404
birnn	SST-2	236	dev	0.8658256880733946
birnn	SST-2	189	dev	0.8555045871559633
birnn	SST-2	137	dev	0.8669724770642202
birnn	SST-2	377	dev	0.8623853211009175
birnn	SST-2	328	dev	0.8623853211009175
birnn	SST-2	280	dev	0.8692660550458715
birnn	SST-2	237	dev	0.8600917431192661
birnn	SST-2	190	dev	0.8509174311926605
birnn	SST-2	138	dev	0.8738532110091743
birnn	SST-2	378	dev	0.8623853211009175
birnn	SST-2	329	dev	0.8612385321100917
birnn	SST-2	281	dev	0.8589449541284404
birnn	SST-2	191	dev	0.8600917431192661
birnn	SST-2	238	dev	0.8589449541284404
birnn	SST-2	139	dev	0.8635321100917431
birnn	SST-2	379	dev	0.8555045871559633
birnn	SST-2	330	dev	0.8646788990825688
birnn	SST-2	282	dev	0.8715596330275229
birnn	SST-2	192	dev	0.8612385321100917
birnn	SST-2	239	dev	0.8600917431192661
birnn	SST-2	140	dev	0.8589449541284404
birnn	SST-2	380	dev	0.8612385321100917
birnn	SST-2	331	dev	0.8692660550458715
birnn	SST-2	193	dev	0.8658256880733946
birnn	SST-2	283	dev	0.8623853211009175
birnn	SST-2	240	dev	0.8589449541284404
birnn	SST-2	141	dev	0.8658256880733946
birnn	SST-2	381	dev	0.8681192660550459
birnn	SST-2	332	dev	0.8635321100917431
birnn	SST-2	194	dev	0.8612385321100917
birnn	SST-2	284	dev	0.8727064220183486
birnn	SST-2	241	dev	0.8669724770642202
birnn	SST-2	142	dev	0.8635321100917431
birnn	SST-2	382	dev	0.8623853211009175
birnn	SST-2	333	dev	0.8612385321100917
birnn	SST-2	285	dev	0.8589449541284404
birnn	SST-2	195	dev	0.8600917431192661
birnn	SST-2	242	dev	0.8692660550458715
birnn	SST-2	143	dev	0.8589449541284404
birnn	SST-2	383	dev	0.856651376146789
birnn	SST-2	334	dev	0.8646788990825688
birnn	SST-2	286	dev	0.8600917431192661
birnn	SST-2	196	dev	0.8623853211009175
birnn	SST-2	243	dev	0.8623853211009175
birnn	SST-2	144	dev	0.8577981651376146
birnn	SST-2	384	dev	0.8646788990825688
birnn	SST-2	287	dev	0.8600917431192661
birnn	SST-2	335	dev	0.8612385321100917
birnn	SST-2	197	dev	0.8577981651376146
birnn	SST-2	145	dev	0.8612385321100917
birnn	SST-2	244	dev	0.875
birnn	SST-2	288	dev	0.875
birnn	SST-2	385	dev	0.8589449541284404
birnn	SST-2	336	dev	0.8612385321100917
birnn	SST-2	198	dev	0.8577981651376146
birnn	SST-2	146	dev	0.8635321100917431
birnn	SST-2	245	dev	0.8658256880733946
birnn	SST-2	289	dev	0.8623853211009175
birnn	SST-2	337	dev	0.8635321100917431
birnn	SST-2	386	dev	0.8589449541284404
birnn	SST-2	199	dev	0.8727064220183486
birnn	SST-2	290	dev	0.8669724770642202
birnn	SST-2	147	dev	0.8612385321100917
birnn	SST-2	246	dev	0.8669724770642202
birnn	SST-2	387	dev	0.8646788990825688
birnn	SST-2	338	dev	0.8635321100917431
birnn	SST-2	291	dev	0.8669724770642202
birnn	SST-2	148	dev	0.8555045871559633
birnn	SST-2	247	dev	0.8623853211009175
birnn	SST-2	388	dev	0.856651376146789
birnn	SST-2	339	dev	0.8612385321100917
birnn	SST-2	292	dev	0.8692660550458715
birnn	SST-2	149	dev	0.8681192660550459
birnn	SST-2	248	dev	0.8658256880733946
birnn	SST-2	340	dev	0.8692660550458715
birnn	SST-2	389	dev	0.8635321100917431
birnn	SST-2	293	dev	0.8646788990825688
birnn	SST-2	341	dev	0.8669724770642202
birnn	SST-2	249	dev	0.8692660550458715
birnn	SST-2	390	dev	0.8509174311926605
birnn	SST-2	294	dev	0.856651376146789
birnn	SST-2	342	dev	0.856651376146789
birnn	SST-2	391	dev	0.8681192660550459
birnn	SST-2	295	dev	0.8589449541284404
birnn	SST-2	343	dev	0.8658256880733946
birnn	SST-2	392	dev	0.8635321100917431
birnn	SST-2	296	dev	0.8612385321100917
birnn	SST-2	344	dev	0.8612385321100917
birnn	SST-2	393	dev	0.8623853211009175
birnn	SST-2	297	dev	0.8681192660550459
birnn	SST-2	345	dev	0.8612385321100917
birnn	SST-2	394	dev	0.8658256880733946
birnn	SST-2	298	dev	0.8600917431192661
birnn	SST-2	346	dev	0.8646788990825688
birnn	SST-2	395	dev	0.8669724770642202
birnn	SST-2	299	dev	0.8658256880733946
birnn	SST-2	396	dev	0.8681192660550459
birnn	SST-2	347	dev	0.8612385321100917
birnn	SST-2	397	dev	0.8543577981651376
birnn	SST-2	348	dev	0.8543577981651376
birnn	SST-2	398	dev	0.8704128440366973
birnn	SST-2	349	dev	0.8635321100917431
birnn	SST-2	399	dev	0.8623853211009175
birnn	SST-2	1000	dev	0.8692660550458715
birnn	SST-2	1001	dev	0.856651376146789
birnn	SST-2	1002	dev	0.8600917431192661
birnn	SST-2	1003	dev	0.8692660550458715
birnn	SST-2	1004	dev	0.856651376146789
birnn	SST-2	1005	dev	0.8577981651376146
birnn	SST-2	1006	dev	0.8635321100917431
birnn	SST-2	1007	dev	0.8658256880733946
birnn	SST-2	1008	dev	0.8681192660550459
birnn	SST-2	1009	dev	0.8589449541284404
birnn	SST-2	1010	dev	0.8635321100917431
birnn	SST-2	1011	dev	0.8589449541284404
birnn	SST-2	1012	dev	0.8543577981651376
birnn	SST-2	1013	dev	0.8555045871559633
birnn	SST-2	1014	dev	0.8635321100917431
birnn	SST-2	1015	dev	0.8669724770642202
birnn	SST-2	1016	dev	0.8646788990825688
birnn	SST-2	1017	dev	0.8612385321100917
birnn	SST-2	1018	dev	0.8635321100917431
birnn	SST-2	1019	dev	0.8577981651376146
birnn	SST-2	1020	dev	0.8520642201834863
birnn	SST-2	1021	dev	0.8635321100917431
birnn	SST-2	1022	dev	0.8612385321100917
birnn	SST-2	1023	dev	0.8704128440366973
birnn	SST-2	1024	dev	0.8635321100917431
birnn	SST-2	1025	dev	0.8600917431192661
birnn	SST-2	1026	dev	0.8600917431192661
birnn	SST-2	1027	dev	0.8555045871559633
birnn	SST-2	1028	dev	0.8669724770642202
birnn	SST-2	1029	dev	0.8555045871559633
birnn	SST-2	1030	dev	0.8704128440366973
birnn	SST-2	1031	dev	0.8646788990825688
birnn	SST-2	1032	dev	0.8623853211009175
birnn	SST-2	1033	dev	0.8669724770642202
birnn	SST-2	1034	dev	0.8623853211009175
birnn	SST-2	1035	dev	0.8646788990825688
birnn	SST-2	1036	dev	0.875
birnn	SST-2	1037	dev	0.8623853211009175
birnn	SST-2	1038	dev	0.8612385321100917
birnn	SST-2	1039	dev	0.856651376146789
birnn	SST-2	1040	dev	0.8669724770642202
birnn	SST-2	1041	dev	0.8600917431192661
birnn	SST-2	1042	dev	0.8589449541284404
birnn	SST-2	1043	dev	0.8635321100917431
birnn	SST-2	1044	dev	0.8577981651376146
birnn	SST-2	1045	dev	0.8658256880733946
birnn	SST-2	1046	dev	0.8612385321100917
birnn	SST-2	1047	dev	0.8600917431192661
birnn	SST-2	1048	dev	0.8600917431192661
birnn	SST-2	1049	dev	0.8612385321100917
birnn	SST-2	1050	dev	0.8577981651376146
birnn	SST-2	1051	dev	0.8658256880733946
birnn	SST-2	1052	dev	0.8669724770642202
birnn	SST-2	1053	dev	0.8681192660550459
birnn	SST-2	1054	dev	0.8577981651376146
birnn	SST-2	1055	dev	0.8646788990825688
birnn	SST-2	1056	dev	0.8646788990825688
birnn	SST-2	1057	dev	0.8658256880733946
birnn	SST-2	1058	dev	0.8623853211009175
birnn	SST-2	1059	dev	0.8635321100917431
birnn	SST-2	1060	dev	0.856651376146789
birnn	SST-2	1061	dev	0.8646788990825688
birnn	SST-2	1062	dev	0.8669724770642202
birnn	SST-2	1063	dev	0.8589449541284404
birnn	SST-2	1064	dev	0.8612385321100917
birnn	SST-2	1065	dev	0.8577981651376146
birnn	SST-2	1066	dev	0.8669724770642202
birnn	SST-2	1067	dev	0.8623853211009175
birnn	SST-2	1068	dev	0.8589449541284404
birnn	SST-2	1069	dev	0.8635321100917431
birnn	SST-2	1070	dev	0.8612385321100917
birnn	SST-2	1071	dev	0.8646788990825688
birnn	SST-2	1072	dev	0.8600917431192661
birnn	SST-2	1073	dev	0.8646788990825688
birnn	SST-2	1074	dev	0.8658256880733946
birnn	SST-2	1075	dev	0.8623853211009175
birnn	SST-2	1076	dev	0.8623853211009175
birnn	SST-2	1077	dev	0.8646788990825688
birnn	SST-2	1078	dev	0.8623853211009175
birnn	SST-2	1079	dev	0.8646788990825688
birnn	SST-2	1080	dev	0.8635321100917431
birnn	SST-2	1081	dev	0.8600917431192661
birnn	SST-2	1082	dev	0.8612385321100917
birnn	SST-2	1100	dev	0.8612385321100917
birnn	SST-2	1101	dev	0.8715596330275229
birnn	SST-2	1102	dev	0.8704128440366973
birnn	SST-2	1103	dev	0.8600917431192661
birnn	SST-2	1104	dev	0.8589449541284404
birnn	SST-2	1105	dev	0.8486238532110092
birnn	SST-2	1106	dev	0.8669724770642202
birnn	SST-2	1107	dev	0.8623853211009175
birnn	SST-2	1108	dev	0.8658256880733946
birnn	SST-2	1109	dev	0.8635321100917431
birnn	SST-2	1110	dev	0.8692660550458715
birnn	SST-2	1111	dev	0.8658256880733946
birnn	SST-2	1112	dev	0.8692660550458715
birnn	SST-2	1113	dev	0.8623853211009175
birnn	SST-2	1114	dev	0.856651376146789
birnn	SST-2	1115	dev	0.8543577981651376
birnn	SST-2	1116	dev	0.8635321100917431
birnn	SST-2	1117	dev	0.8600917431192661
birnn	SST-2	1118	dev	0.8589449541284404
birnn	SST-2	1119	dev	0.8577981651376146
birnn	SST-2	1120	dev	0.8646788990825688
birnn	SST-2	1121	dev	0.8589449541284404
birnn	SST-2	1122	dev	0.8658256880733946
birnn	SST-2	1123	dev	0.8623853211009175
birnn	SST-2	1124	dev	0.8612385321100917
birnn	SST-2	1125	dev	0.8589449541284404
birnn	SST-2	1126	dev	0.8612385321100917
birnn	SST-2	1127	dev	0.8600917431192661
birnn	SST-2	1128	dev	0.8658256880733946
birnn	SST-2	1129	dev	0.8612385321100917
birnn	SST-2	1130	dev	0.8577981651376146
birnn	SST-2	1131	dev	0.8681192660550459
birnn	SST-2	1132	dev	0.8669724770642202
birnn	SST-2	1133	dev	0.8635321100917431
birnn	SST-2	1134	dev	0.8600917431192661
birnn	SST-2	1135	dev	0.8600917431192661
birnn	SST-2	1136	dev	0.8612385321100917
birnn	SST-2	1137	dev	0.8623853211009175
birnn	SST-2	1138	dev	0.8612385321100917
birnn	SST-2	1139	dev	0.8658256880733946
birnn	SST-2	1140	dev	0.8623853211009175
birnn	SST-2	1141	dev	0.8555045871559633
birnn	SST-2	1142	dev	0.8589449541284404
birnn	SST-2	1143	dev	0.8646788990825688
birnn	SST-2	1144	dev	0.8646788990825688
birnn	SST-2	1145	dev	0.8600917431192661
birnn	SST-2	1146	dev	0.8589449541284404
birnn	SST-2	1147	dev	0.8669724770642202
birnn	SST-2	1148	dev	0.8612385321100917
birnn	SST-2	1149	dev	0.8635321100917431
birnn	SST-2	1150	dev	0.856651376146789
birnn	SST-2	1151	dev	0.8635321100917431
birnn	SST-2	1152	dev	0.8635321100917431
birnn	SST-2	1153	dev	0.8704128440366973
birnn	SST-2	1154	dev	0.8623853211009175
birnn	SST-2	1155	dev	0.8646788990825688
birnn	SST-2	1156	dev	0.8555045871559633
birnn	SST-2	1157	dev	0.8623853211009175
birnn	SST-2	1158	dev	0.8577981651376146
birnn	SST-2	1159	dev	0.8727064220183486
birnn	SST-2	1160	dev	0.8658256880733946
birnn	SST-2	1161	dev	0.8681192660550459
birnn	SST-2	1162	dev	0.8635321100917431
birnn	SST-2	1163	dev	0.8600917431192661
birnn	SST-2	1164	dev	0.8635321100917431
birnn	SST-2	1165	dev	0.8715596330275229
birnn	SST-2	1166	dev	0.8669724770642202
birnn	SST-2	1167	dev	0.8623853211009175
birnn	SST-2	1168	dev	0.8623853211009175
birnn	SST-2	1169	dev	0.8635321100917431
birnn	SST-2	1170	dev	0.8646788990825688
birnn	SST-2	1171	dev	0.8646788990825688
birnn	SST-2	1172	dev	0.856651376146789
birnn	SST-2	1173	dev	0.8704128440366973
birnn	SST-2	1174	dev	0.8727064220183486
birnn	SST-2	1175	dev	0.8612385321100917
birnn	SST-2	1176	dev	0.8577981651376146
birnn	SST-2	1177	dev	0.8623853211009175
birnn	SST-2	1178	dev	0.8692660550458715
birnn	SST-2	1179	dev	0.8612385321100917
birnn	SST-2	1180	dev	0.8612385321100917
birnn	SST-2	1181	dev	0.8600917431192661
birnn	SST-2	1182	dev	0.8681192660550459
birnn	SST-2	1200	dev	0.8635321100917431
birnn	SST-2	1201	dev	0.8681192660550459
birnn	SST-2	1202	dev	0.8635321100917431
birnn	SST-2	1203	dev	0.8669724770642202
birnn	SST-2	1204	dev	0.8635321100917431
birnn	SST-2	1205	dev	0.8600917431192661
birnn	SST-2	1206	dev	0.8658256880733946
birnn	SST-2	1207	dev	0.8646788990825688
birnn	SST-2	1208	dev	0.8646788990825688
birnn	SST-2	1209	dev	0.8635321100917431
birnn	SST-2	1210	dev	0.8532110091743119
birnn	SST-2	1211	dev	0.8669724770642202
birnn	SST-2	1212	dev	0.8646788990825688
birnn	SST-2	1213	dev	0.8600917431192661
birnn	SST-2	1214	dev	0.8669724770642202
birnn	SST-2	1215	dev	0.8692660550458715
birnn	SST-2	1216	dev	0.8658256880733946
birnn	SST-2	1217	dev	0.8577981651376146
birnn	SST-2	1218	dev	0.8600917431192661
birnn	SST-2	1219	dev	0.8600917431192661
birnn	SST-2	1220	dev	0.8623853211009175
birnn	SST-2	1221	dev	0.8623853211009175
birnn	SST-2	1222	dev	0.8635321100917431
birnn	SST-2	1223	dev	0.8623853211009175
birnn	SST-2	1224	dev	0.8612385321100917
birnn	SST-2	1225	dev	0.8555045871559633
birnn	SST-2	1226	dev	0.8738532110091743
birnn	SST-2	1227	dev	0.8646788990825688
birnn	SST-2	1228	dev	0.8761467889908257
birnn	SST-2	1229	dev	0.8612385321100917
birnn	SST-2	1230	dev	0.8600917431192661
birnn	SST-2	1231	dev	0.8612385321100917
birnn	SST-2	1232	dev	0.8612385321100917
birnn	SST-2	1233	dev	0.875
birnn	SST-2	1234	dev	0.8612385321100917
birnn	SST-2	1235	dev	0.8669724770642202
birnn	SST-2	1236	dev	0.8635321100917431
birnn	SST-2	1237	dev	0.8577981651376146
birnn	SST-2	1238	dev	0.8738532110091743
birnn	SST-2	1239	dev	0.8635321100917431
birnn	SST-2	1240	dev	0.8669724770642202
birnn	SST-2	1241	dev	0.8704128440366973
birnn	SST-2	1242	dev	0.8658256880733946
birnn	SST-2	1243	dev	0.8669724770642202
birnn	SST-2	1244	dev	0.8600917431192661
birnn	SST-2	1245	dev	0.8612385321100917
birnn	SST-2	1246	dev	0.8612385321100917
birnn	SST-2	1247	dev	0.8612385321100917
birnn	SST-2	1248	dev	0.8577981651376146
birnn	SST-2	1249	dev	0.8600917431192661
birnn	SST-2	1250	dev	0.8646788990825688
birnn	SST-2	1251	dev	0.8600917431192661
birnn	SST-2	1252	dev	0.8589449541284404
birnn	SST-2	1253	dev	0.8612385321100917
birnn	SST-2	1254	dev	0.8589449541284404
birnn	SST-2	1255	dev	0.8646788990825688
birnn	SST-2	1256	dev	0.8623853211009175
birnn	SST-2	1257	dev	0.8669724770642202
birnn	SST-2	1258	dev	0.8635321100917431
birnn	SST-2	1259	dev	0.8612385321100917
birnn	SST-2	1260	dev	0.8612385321100917
birnn	SST-2	1261	dev	0.8600917431192661
birnn	SST-2	1262	dev	0.8646788990825688
birnn	SST-2	1263	dev	0.8635321100917431
birnn	SST-2	1264	dev	0.8646788990825688
birnn	SST-2	1265	dev	0.8692660550458715
birnn	SST-2	1266	dev	0.8669724770642202
birnn	SST-2	1267	dev	0.8577981651376146
birnn	SST-2	1268	dev	0.8669724770642202
birnn	SST-2	1269	dev	0.8589449541284404
birnn	SST-2	1270	dev	0.856651376146789
birnn	SST-2	1271	dev	0.8612385321100917
birnn	SST-2	1272	dev	0.8646788990825688
birnn	SST-2	1273	dev	0.8635321100917431
birnn	SST-2	1274	dev	0.8635321100917431
birnn	SST-2	1275	dev	0.8520642201834863
birnn	SST-2	1276	dev	0.8623853211009175
birnn	SST-2	1277	dev	0.8623853211009175
birnn	SST-2	1278	dev	0.8727064220183486
birnn	SST-2	1279	dev	0.8635321100917431
birnn	SST-2	1280	dev	0.8543577981651376
birnn	SST-2	1281	dev	0.8623853211009175
birnn	SST-2	1282	dev	0.8692660550458715
birnn	SST-2	500	dev	0.8612385321100917
birnn	SST-2	500	dev	0.8612385321100917
birnn	SST-2	501	dev	0.8577981651376146
birnn	SST-2	501	dev	0.8577981651376146
birnn	SST-2	502	dev	0.8669724770642202
birnn	SST-2	502	dev	0.8669724770642202
birnn	SST-2	503	dev	0.8623853211009175
birnn	SST-2	503	dev	0.8623853211009175
birnn	SST-2	504	dev	0.8704128440366973
birnn	SST-2	504	dev	0.8704128440366973
birnn	SST-2	505	dev	0.8623853211009175
birnn	SST-2	505	dev	0.8623853211009175
birnn	SST-2	506	dev	0.8623853211009175
birnn	SST-2	506	dev	0.8623853211009175
birnn	SST-2	507	dev	0.8646788990825688
birnn	SST-2	507	dev	0.8646788990825688
birnn	SST-2	508	dev	0.856651376146789
birnn	SST-2	508	dev	0.856651376146789
birnn	SST-2	509	dev	0.856651376146789
birnn	SST-2	509	dev	0.856651376146789
birnn	SST-2	510	dev	0.8577981651376146
birnn	SST-2	510	dev	0.8577981651376146
birnn	SST-2	511	dev	0.8589449541284404
birnn	SST-2	511	dev	0.8589449541284404
birnn	SST-2	512	dev	0.8646788990825688
birnn	SST-2	512	dev	0.8646788990825688
birnn	SST-2	513	dev	0.8715596330275229
birnn	SST-2	513	dev	0.8715596330275229
birnn	SST-2	514	dev	0.8600917431192661
birnn	SST-2	514	dev	0.8600917431192661
birnn	SST-2	515	dev	0.8692660550458715
birnn	SST-2	515	dev	0.8692660550458715
birnn	SST-2	516	dev	0.8646788990825688
birnn	SST-2	516	dev	0.8646788990825688
birnn	SST-2	517	dev	0.8577981651376146
birnn	SST-2	517	dev	0.8577981651376146
birnn	SST-2	518	dev	0.8623853211009175
birnn	SST-2	518	dev	0.8623853211009175
birnn	SST-2	519	dev	0.8635321100917431
birnn	SST-2	519	dev	0.8635321100917431
birnn	SST-2	520	dev	0.8600917431192661
birnn	SST-2	520	dev	0.8600917431192661
birnn	SST-2	521	dev	0.8577981651376146
